Marca temporal;¿Cuál es su rol dentro de la universidad?;¿En qué rango de edad se encuentra?;¿Con qué genero se identifica?;Si es posible, indíquenos a qué facultad de la lista pertenece.;¿Conoce la diferencia entre astronomía y ciencias planetarias?;¿Qué desincentiva su interés al leer/investigar sobre ciencias planetarias?;¿Qué haría que aumentara su interés sobre las ciencias planetarias?;¿Le interesaría visitar un blog con artículos acerca del sistema solar?;¿Sobre qué cuerpo/objeto del sistema solar le interesaría aprender con mayor profundidad?;¿Sobre cuáles de estos temas relacionados con los cuerpos del sistema solar le interesaría conocer más?;1. ¿Qué científico colombiano tiene un cráter en la Luna con su nombre?;2. ¿Cuántos planetas tiene nuestro sistema solar;3. ¿Dónde está ubicado el cinturón de asteroides?;4. ¿Cuál es el planeta mas caliente del sistema solar?;5. Con una temperatura promedio de 201° bajo cero en superficie ¿cuál es el planeta más frío del sistema solar?;6. ¿Cuál es el planeta más grande del sistema solar?;7. ¿Quién fue el primer hombre en observar los satélites principales de Júpiter?;8. Uno de los espectáculos más impresionantes a nivel del sistema solar es la presencia de anillos alrededor de Saturno, ¿Cuál de los siguientes planetas también presenta anillos?;9. En comparación al año terrestre (365,25 días), ¿qué planeta del sistema solar tiene una menor duración en su año?;10. Los rovers Curiosity y Oportunity fueron desplegados en la superficie del planeta:;11. ¿Cómo se le llama a la nube esférica de objetos transneptunianos que se encuentra en los límites del sistema solar?
5/24/2020 0:39:18;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;No tiene una aplicación práctica;Tener un sitio de consulta confiable;Sí;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Oort
5/24/2020 1:38:16;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Júpiter;Las características geológicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
5/24/2020 2:27:51;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Planetas enanos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Venus;Marte;Nube Nimbostrata
5/24/2020 3:25:35;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
5/24/2020 6:44:25;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Humanas;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
5/24/2020 7:24:18;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides;Manuel Elkin Patarroyo;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Jupiter;Mercurio;Marte;Nube de Google
5/24/2020 7:35:08;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Económicas;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas;Julio Garavito Armero;7;Entre las órbitas de Venus y la Tierra;Mercurio;Neptuno;Saturno;Nicolás Copérnico;Ninguna de las anteriores;Neptuno;Venus;Nube Nimbostrata
5/24/2020 7:41:51;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;No;No tiene una aplicación práctica;Conocer espacios de divulgación sobre estos temas;Sí;Venus;Las características de los satélites de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Saturno;Galileo Galilei;Urano;Venus;Marte;Nube de Oort
5/24/2020 9:07:54;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;Sí;Me gusta leer del tema, no creo estar desicentivada;Tener un sitio de consulta confiable;Sí;Neptuno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
5/24/2020 9:29:00;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;No conocía está ciencia.;Tener un sitio de consulta confiable;Sí;Neptuno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
5/24/2020 9:41:33;Egresado;18 a 24 años;Masculino;Facultad de Artes;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Saturno;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Google
5/24/2020 10:15:07;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;Nunca lo he tenido en cuenta ;Contar con la información sintetizada;Sí;Saturno;Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Manuel Elkin Patarroyo;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Saturno;Nicolás Copérnico;Neptuno;Mercurio;Marte;Nube Nimbostrata
5/24/2020 10:21:01;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Júpiter;Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Kuiper
5/24/2020 10:23:40;Visitante;18 a 24 años;Femenino;;Sí;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;agujeros negros;Las características geoquímicas de los planetas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
5/24/2020 10:27:56;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;El sol;Las características geológicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
5/24/2020 10:29:17;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Venus;Marte;Nube de Kuiper
5/24/2020 10:32:45;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Medicina;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;todos los anteriores;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Kuiper
5/24/2020 11:04:21;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
5/24/2020 11:19:05;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Medicina;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
5/24/2020 11:26:29;Egresado;25 a 30 años;Masculino;Facultad de Ingeniería;Sí;No aplica;Conocer espacios de divulgación sobre estos temas;Sí;Planetas enanos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Saturno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
5/24/2020 11:46:11;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;El sol;Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
5/24/2020 11:50:31;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;El sol;Las características atmosféricas de los planetas, Las características físicas de los planetas;Salomón Hakim;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Venus;Marte;Nube de Kuiper
5/24/2020 12:12:24;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
